finagle,fi'neigl,v achieve something by means of trickery or devious methods,"v. 欺骗, 哄骗, 欺瞒",v:100,,,,0,30928,i:finagling/p:finagled/3:finagles/d:finagled/s:finagles,,
final color picture,,,最终彩色图像,,,,,0,0,,,
final colour picture,,,最终彩色图像,,,,,0,0,,,
final commodity,,,un. 最终商品；取终商品,,,,,0,0,,,
final common path,,,最后公路;最后通路,,,,,0,0,,,
final common pathway,ˈfainəl ˈkɔmən ˈpɑ:θwei,, 最后总路,,,,,0,0,,,
final community,,,终极群集,,,,,0,0,,,
final compilation,,,编绘原图,,,,,0,0,,,
final completion,,,竣工,,,,,0,0,,,
final composite,,,编绘定稿图,,,,,0,0,,,
final composition,,,un. 终胶料\n[网络] 最后作品,,,,,0,0,,,
final concentrate,,,最终精矿,,,,,0,0,,,
final concentration,,,终浓度,,,,,0,0,,,
final concentration system,,,后浓集系统,,,,,0,0,,,
final conclusion,ˈfainəl kənˈklu:ʒən,, 定论,,,,,0,0,,,
final condenser,,,最终冷凝器,,,,,0,0,,,
final condition,,,[计] 最后条件,,,,,0,0,,,
final condition after damage,,,[网络] 破损后最终状态,,,,,0,0,,,
final conditions,,,边界条件,,,,,0,0,,,
final confirmation,,,[网络] 最终确认；最后确认；最后确定,,,,,0,0,,,
final connection,,,最后连接,,,,,0,0,,,
final connector,,,终接器[机],,,,,0,0,,,
final consumer,ˈfainəl kənˈsju:mə,, 最终消费者,,,,,0,0,,,
final consumer price,,,最后消费价格,,,,,0,0,,,
final consumption,,,[经] 最终消费,,,,,0,0,,,
final consumption expenditure,,,最终消费开支,,,,,0,0,,,
final consumption expenditure of housedholds,,,居民户的最终消费支出,,,,,0,0,,,
final consumption expenditure of population,,,人口最终消费支出,,,,,0,0,,,
final contact switch,,,最后接触开关;精磨用接触开关,,,,,0,0,,,
final continuation line,,,[计] 最终继续行,,,,,0,0,,,
final contract report,,,最终合同报告,,,,,0,0,,,
final contraction value,,,最终收缩度,,,,,0,0,,,
final control,,,微细控制,,,,,0,0,,,
final control element,,,[电] 终接机架,,,,,0,0,,,
final controlled condition,,,最终受控条件,,,,,0,0,,,
final controlled conditions,,,[网络] 最后控制条件,,,,,0,0,,,
final controlled variable,,,最终被控变量,,,,,0,0,,,
final controller,,,终端控制[调节]器,,,,,0,0,,,
final controlling drive,,,制棒有效部分,,,,,0,0,,,
final controlling element,,,(控制系统)执行[末控]元件,,,,,0,0,,,
final cooling,,,最终冷却,,,,,0,0,,,
final cooling zone,,,终冷工段,,,,,0,0,,,
final copy,,,[计] 最后拷贝,,,,,0,0,,,
final cost,,,[化] 最后成本; 终值\n[经] 最后成本,,,,,0,0,,,
final costs,,,[法] 诉讼结束时的全部,,,,,0,0,,,
final countdown,,,发射前的直接时间计算,,,,,0,0,,,
final course,,,终航向,,,,,0,0,,,
final crop,,,主伐林,,,,,0,0,,,
final crushing,,,[矿业] 最终破碎,,,,,0,0,,,
final crystallization,,,[网络] 后结晶,,,,,0,0,,,
final cumulative production,,,最终累积产量,,,,,0,0,,,
final curtain,,,[网络] 黑幕风云；谢幕演出；最后的帷幕图片,,,,,0,0,,,
final curtain call,,,[网络] 最终谢幕,,,,,0,0,,,
final curve,,,最终曲线,,,,,0,0,,,
final curves,,,终曲线,,,,,0,0,,,
final customer,,,[网络] 最终客户；最终顾客；终端客户,,,,,0,0,,,
final cut,ˈfainəl kʌt,, （电影、电视）最终剪辑,,,,,0,0,s:final cuts,,
final cut off,,,un. 最后切断\n[网络] 停车,,,,,0,0,,,
Final Cut Pro,,,[网络] 剪辑；制作；剪辑软件,,,,,0,0,,,
final cut-off,,,最后切断,,,,,0,0,,,
final cutoff,,,最后切断,,,,,0,0,,,
final cuts,,,（电影、电视）最终剪辑,,,,,0,0,0:final cut/1:s,,
final cutting,,,最后切断;后伐;森林主伐;终伐,,,,,0,0,,,
final cycle rule,,,末循环规则,,,,,0,0,,,
final damage waterline,,,[网络] 最终破损水线,,,,,0,0,,,
final data processing,,,数据最终处理,,,,,0,0,,,
final data rapid processing,,,数据事后快速处理,,,,,0,0,,,
final data reduction,,,最后结果处理,,,,,0,0,,,
final date,,,[专利] 最终日,,,,,0,0,,,
final date for filing,,,申报所得税截止期,,,,,0,0,,,
final daytime pumping program,,,最后日间抽水计画,,,,,0,0,,,
final decay,,,后期衰变,,,,,0,0,,,
final decision,,,"[法] 最后决定, 最终判决",,,,,0,0,s:final decisions,,
final decisions,,,最后决定,,,,,0,0,0:final decision/1:s,,
final declaration,,,确定申告,,,,,0,0,,,
final decline,,,终降,,,,,0,0,,,
final decree,,,"[法] 最后判决令, 离婚最后判决令",,,,,0,0,,,
final deflection,,,[医] 末波,,,,,0,0,,,
final degree of utility,,,最后效用度,,,,,0,0,,,
final delivery,,, 最终供货; 最后交货付清,,,,,0,0,,,
final delivery elevator,,,最终卸载升运器,,,,,0,0,,,
final delivery pressure,,,汽压力,,,,,0,0,,,
final delivery schedule,,,最终发运计划,,,,,0,0,,,
final deliveryelevator,,,最终卸载(卸粮)升运器,,,,,0,0,,,
final demand,,,最终要求,,,,,0,0,,,
final demand sector,,,un. 最终需要部门,,,,,0,0,,,
final design,,,[化] 最终设计,,,,,0,0,,,
final design prediction,,,[计划] 最后设计预测,,,,,0,0,,,
final design review,,,最终设计审查,,,,,0,0,,,
final design review meeting,,,最终设计审查会,,,,,0,0,,,
final destination,,,[经] 最终目的地,,,,,0,0,,,
Final Destination Changing Charges,,,[网络] 变更集装箱交货地费用,,,,,0,0,,,
final destinations,,,un. 最后目的地；目的港,,,,,0,0,,,
final determination,,, 最后决定,,,,,0,0,,,
final dewatering,,,[矿业 化工] 最终脱水,,,,,0,0,,,
final diagnosis,,,最后诊断,,,,,0,0,,,
final diameter,,,最终直径,,,,,0,0,,,
final digit code,,,最后[终端]数字码,,,,,0,0,,,
final dimension,,,[化] 成品尺寸,,,,,0,0,,,
final discharge voltage,,,放电终期电压,,,,,0,0,,,
final disposal,,,最终处置,,,,,0,0,,,
final disposition,,,[法] 最后供述,,,,,0,0,,,
final distribution,,,最终分配,,,,,0,0,,,
final dividend,,,[经] 年终股利,,,,,0,0,,,
final divident,,,[法] 末期红利,,,,,0,0,,,
final division sample,,,最后缩分试样,,,,,0,0,,,
final document,,,最后文件,,,,,0,0,,,
final draft,,,"[经] 最终草案, 最终稿",,,,,0,0,,,
final draw,,,最终放矿,,,,,0,0,,,
final drawing,,,最终图样,,,,,0,0,,,
final drilling report,,,钻井总报告,,,,,0,0,,,
final drive,,,最终传动,,,,,0,0,,,
final drive and differential,,,[网络] 主减速器和差速器,,,,,0,0,,,
final drive bevel box,,,级驱动伞形齿轮箱,,,,,0,0,,,
final drive bevel gear,,,减速斜齿轮,,,,,0,0,,,
final drive casing,,,最终减速器壳,,,,,0,0,,,
final drive gear,,,最终传动机构,,,,,0,0,,,
final drive hub,,,主传动轮毂,,,,,0,0,,,
final drive installed inside,,,[车辆] 内置式最终传动,,,,,0,0,,,
final drive ratio,ˈfainəl draiv ˈreiʃiəu,, 主减速器速比,,,,,0,0,,,
final drive reduction,,,最终传动减速,,,,,0,0,,,
final drive shaft,,,终传动轴;主传动轴,,,,,0,0,,,
final drive sprocket,,,终传动链轮,,,,,0,0,,,
final drive spur gear,,,最终传动圆柱直齿轮,,,,,0,0,,,
final drive with external gear,,,[车辆] 外啮合齿轮最终传动,,,,,0,0,,,
final driver,,,末级激励器,,,,,0,0,,,
final drives,,,[网络] 最终传动组,,,,,0,0,,,
final drying,,,最后干燥,,,,,0,0,,,
final dusting,,,二次除尘,,,,,0,0,,,
final earnings,,,末期盈利,,,,,0,0,,,
final edition,,,停刊版(报纸停刊时的最后一版),,,,,0,0,,,
final effect,ˈfainəl iˈfekt,, [医]最终效应,,,,,0,0,,,
final effluent,,,终水；最终流出物,,,,,0,0,,,
final election,,,"[法] 决定性选举, 决选",,,,,0,0,,,
final electrical test,,,最终电气试验,,,,,0,0,,,
final elevator,,,最终升运器,,,,,0,0,,,
final encapsulation,,,[计] 封口,,,,,0,0,,,
final end-product,,,[化] 成品,,,,,0,0,,,
final endpoint,,,成品,,,,,0,0,,,
final energy level,,,末能级,,,,,0,0,,,
final engineering report,,,最终工程报告,,,,,0,0,,,
final entry,,,"[经] 最终记载, 最终记录",,,,,0,0,,,
final equation,,,un. 最终方程式,,,,,0,0,,,
final equilibrium after flooding,,,[网络] 浸水后最终平衡,,,,,0,0,,,
final estimate,,,结算,,,,,0,0,,,
final estimate survey,,,最终估价测量,,,,,0,0,,,
final etching,,,最后腐蚀,,,,,0,0,,,
final evaluation,,,[网络] 最终评价；终极审判；终期评价,,,,,0,0,,,
final evaporation,,,最后蒸发,,,,,0,0,,,
final evaporation point,,,终蒸发点，末级蒸发点,,,,,0,0,,,
final evaporator,,,级蒸发器,,,,,0,0,,,
final evidence,,,"[法] 决定性证据, 结论性证据",,,,,0,0,,,
final exam,ˈfainəl iɡˈzæm,, 大考,,,,,0,0,s:final exams,,
final examination,,,期终考试,,,,,0,0,s:final examinations,,
final examination and measurement,,,最后检测,,,,,0,0,,,
final examinations,,,[网络] 最终考试；期末考试周,,,,,0,0,0:final examination/1:s,,
final examiner,,,成品检验员,,,,,0,0,,,
final exams,,,[网络] 第二学期期末考试；双语部期末考；请注意论坛文明,,,,,0,0,0:final exam/1:s,,
final exchange line,,,最终交换线,,,,,0,0,,,
final exit,,,[安全] 最终安全出口,,,,,0,0,,,
final expenses fund,,,最终费用基金,,,,,0,0,,,
final exploration,,,详细探勘,,,,,0,0,,,
final extension,,,un. 最终伸长；最终接焊长度\n[网络] 最终延长；延长完全的反应完成；反应完成,,,,,0,0,,,
Final Fantasy,,,最终幻想（日本游戏名）,,,,,0,0,,,
final fee,,,[专利] 最后年费,,,,,0,0,,,
final feed temperature,,,终给水温度,,,,,0,0,,,
final feedwater temperature,,,un. 给水终温\n[网络] 给水最后温度,,,,,0,0,,,
final felling,,,后伐;森林主伐;终伐,,,,,0,0,,,
final figure,,,确报数,,,,,0,0,,,
final filter,,,终滤器,,,,,0,0,,,
final financial result,,,最终财务成果,,,,,0,0,,,
final finish,,,精整加工,,,,,0,0,,,
final finishing,,,精整;最终的精整加工,,,,,0,0,,,
final finishing tool,,,un. 精加工刀具,,,,,0,0,,,
final finsh,,,最后精加工,,,,,0,0,,,
final flour,,,成品面粉,,,,,0,0,,,
final flowsheet,,,最终流程,,,,,0,0,,,
final forging temperature,,,终锻温度,,,,,0,0,,,
final form,,,最后形状,,,,,0,0,,,
final form data,,,最终格式资料,,,,,0,0,,,
final form of equation system,,,方程组最终形式,,,,,0,0,,,
final form text,,,最终形式本文,,,,,0,0,,,
final form text / fast fourrier transform,,,最终形式正文 / 快傅立叶变换,,,,,0,0,,,
Final Four,,,[网络] 决赛四强；最终四强；最后四强,,,,,0,0,,,
Final Fours,,,[网络] 决赛四,,,,,0,0,,,
final fracture,,,后断裂，最终断裂,,,,,0,0,,,
final frame,,,[电] 终接机,,,,,0,0,,,
final frequency,,,最终频率,,,,,0,0,,,
final fuel filter,,,燃油精滤器,,,,,0,0,,,
final functional test,,,[网络] 在生产线上最后的功能测试；包装之前,,,,,0,0,,,
final functor,,,尾函子,,,,,0,0,,,
final gage length,,,最终计算长度,,,,,0,0,,,
final gain,,,终了增益,,,,,0,0,,,
final game,,,决赛（球类适用）,,,,,0,0,,,
final gauge length,,,最终计算长度,,,,,0,0,,,
final gear,,,末端传动齿轮,,,,,0,0,,,
final gear ratio,,,[网络] 最终齿轮比；终传比；主减速齿轮比,,,,,0,0,,,
final gear reduction,,,最后齿轮减速,,,,,0,0,,,
final germination per cent,,,最后发芽率,,,,,0,0,,,
final germination percent,,,最后发芽率,,,,,0,0,,,
final gettering,,,最后吸气,,,,,0,0,,,
final girl,,,[网络] 终极女孩,,,,,0,0,,,
final girls,,,[网络] 最后的女孩,,,,,0,0,,,
final glide,,,除阻,,,,,0,0,,,
final good,,,最终物品,,,,,0,0,,,
final goods,,,[经] 最终商品,,,,,0,0,,,
final goods and services,,,最终产品及劳务,,,,,0,0,,,
final goods in process,,,[经] 期末在制品,,,,,0,0,,,
final grade line,,,最后采用的坡度线,,,,,0,0,,,
final grading,,,最后整型,,,,,0,0,,,
final great circle course,,,"大圈终航向, 终程大圈航向",,,,,0,0,,,
final great-circle course,,,最终大圆航向,,,,,0,0,,,
final grinder,,,末道研磨机,,,,,0,0,,,
final group,,,最终组,,,,,0,0,,,
final grouting,,,次浇灌,,,,,0,0,,,
final grouting pressure,,,注浆终压[力],,,,,0,0,,,
final guidance,,,末段引[制]导,,,,,0,0,,,
final hardening,,,un. 最终硬化\n[网络] 冻硬；冻透,,,,,0,0,,,
final heading,,,最终航向,,,,,0,0,,,
final hearing,,,"[法] 终审, 最后审讯",,,,,0,0,,,
final heat,,,决赛（田径赛适用）,,,,,0,0,,,
final heat-treatment,,,最终热处理,,,,,0,0,,,
final heating,,,最终加热,,,,,0,0,,,
final host,,,最后寄主,,,,,0,0,,,
final ignorance,,,最终不知,,,,,0,0,,,
final image,,,末端像,,,,,0,0,,,
final impression,,,[医] 终印模,,,,,0,0,,,
final impulse operating relay,,,终端继电器,,,,,0,0,,,
final incidence,,,最后负担,,,,,0,0,,,
final income,,,伐期收入,,,,,0,0,,,
final indurating temperature,,,un. 最终焙烧温度,,,,,0,0,,,
final injunction,,,"[法] 最后指令, 最后禁令",,,,,0,0,s:final injunctions,,
final injunctions,,,[网络] 禁制令,,,,,0,0,0:final injunction/1:s,,
final inspecting,,,最后检验,,,,,0,0,,,
final inspection,,,[计] 最后检查\n[化] 最后检查; 最终检查,,,,,0,0,,,
final instance,,,[法] 终审,,,,,0,0,,,
final interim dividend,,,末次期中股息,,,,,0,0,,,
final interview,,,un. 最后面谈\n[网络] 最终面试；最后面试；第二轮面试,,,,,0,0,,,
final inventory,,,[经] 期末存货,,,,,0,0,,,
final invoice,,,[经] 最终发票,,,,,0,0,,,
final judgement,,,"[法] 最后判决, 终审判决, 终局判决",,,,,0,0,,,
final judgment,ˈfainəl ˈdʒʌdʒmənt,, 终局判决; 终审,,,,,0,0,s:final judgments,,
Final Judgment Rule,,,[网络] 终局判决规则,,,,,0,0,,,
final judgments,,,终审；最终判决；终局判决；最后判决,,,,,0,0,0:final judgment/1:s,,
final jump,,,最后一次试跳,,,,,0,0,,,
final jurisdiction,,,[法] 终审管辖,,,,,0,0,,,
final jurisprudence,,,[法] 目的法学,,,,,0,0,,,
final lacquer,,,[化] 末道漆,,,,,0,0,,,
final landing,,,最终着陆,,,,,0,0,,,
final laying,,,最终瞄准,,,,,0,0,,,
final lease,,,[网络] 最终租约；地契,,,,,0,0,,,
final leg speed,,,第五边速率,,,,,0,0,,,
final lesson,,,总结性的课,,,,,0,0,,,
final limit,,,终极限,,,,,0,0,,,
final limit reserve,,,终限保存,,,,,0,0,,,
final limit up,,,最终上限,,,,,0,0,,,
final limit-switch,ˈfaɪnəl ˈlɪmɪt swɪtʃ,, 极限终端开关,,,,,0,0,,,
final link,,,最终链路;终端链,,,,,0,0,,,
final link rule,,,最后连结规范,,,,,0,0,,,
final load,,,最后负荷,,,,,0,0,,,
final location,,,最后定线,,,,,0,0,,,
final location survey,,,最后定线测量,,,,,0,0,,,
final lock mechanism,,,尾部闭锁机构,,,,,0,0,,,
final lower limit,,,下部终极限,,,,,0,0,,,
final machining,,,精加工,,,,,0,0,,,
final magmatism,,,最终岩浆活动,,,,,0,0,,,
final magnification,,,末级放大;最终放大率,,,,,0,0,,,
final marginal location factor,,,最终边际区位因子,,,,,0,0,,,
final market,,,最终市场,,,,,0,0,,,
final mass,,,终点质量,,,,,0,0,,,
final match,ˈfainəl mætʃ,, [体]决赛,,,,,0,0,,,
final maturities,,,最后偿还期,,,,,0,0,,,
final mean annual increment,,,伐期年平均生长量,,,,,0,0,,,
final mean winding temperature,,,组最终平均温度,,,,,0,0,,,
final meaning representation,,,最终意义表示法,,,,,0,0,,,
final measure,,,最终量度,,,,,0,0,,,
final measurement,,,最后测量,,,,,0,0,,,
final merge phase,,,[计] 最后归并阶段,,,,,0,0,,,
final message,,,〈美〉最后咨文,,,,,0,0,,,
final method,,,最终法,,,,,0,0,,,
final mile,,,{有线电视}最后哩程,,,,,0,0,,,
final minification,,,精缩;终缩,,,,,0,0,,,
final model,,,终结模型,,,,,0,0,,,
final moisture content,,,终期含水量,,,,,0,0,,,
final molasses,,,废糖蜜,,,,,0,0,,,
final molasses storage tank,,,废蜜塔,,,,,0,0,,,
final molusses,,,[网络] 废密,,,,,0,0,,,
final moment,,,最后弯矩,,,,,0,0,,,
final money,,,最终货币,,,,,0,0,,,
final moulder,,,最后滚边机,,,,,0,0,,,
final movement,,,最终沉降,,,,,0,0,,,
final negative carry,,,[计] 最后负进位,,,,,0,0,,,
final net profit and loss section,,,[会计] 期末净损益部分,,,,,0,0,,,
final nighttime pumping program,,,最后夜间抽水计画,,,,,0,0,,,
final notice,,,[网络] 通知；到最后通知；最后通牒,,,,,0,0,,,
Final Notice for Rates,,,[网络] 差饷最后通知书；差饷最后通知单,,,,,0,0,,,
final nozzle,,,"排气口,喷嘴",,,,,0,0,,,
final number of a continued fraction,,,[数] 连分数的末数,,,,,0,0,,,
final of evolution,,,演化的终极,,,,,0,0,,,
final of selection,,,最后淘汰,,,,,0,0,,,
final offer,,,[网络] 最终报价；最后报价；最后方案,,,,,0,0,,,
final operation configuration,,,最终操作构形,,,,,0,0,,,
final operation configuration (foc),,,最终操作构形,,,,,0,0,,,
final optimization pass,,,[计] 最终优化遍,,,,,0,0,,,
final orbit,,,终轨,,,,,0,0,,,
final order,,,"[法] 诉讼终止时发出的命令, 最后命令",,,,,0,0,,,
final original,,,出版原图,,,,,0,0,,,
final oscillating extrusion finisher,,,[建] 最终摆动挤压整平装置,,,,,0,0,,,
final outcome,,,最后结局,,,,,0,0,,,
